Source,Target,Weight

i,would,1

would,not,1

not,be,1

be,doing,1

doing,the,1

the,show,1

show,anymore,1

anymore,the,1

the,apprentice,1

apprentice,had,1

had,already,1

already,been,1

been,renewed,1

renewed,and,1

and,top,1

top,executives,1

executives,of,1

of,nbc,1

nbc,and,1

and,comcast,1

comcast,came,1

came,to,1

to,my,1

my,office,1

office,to,1

to,try,1

try,to,1

to,convince,1

convince,me,1

me,to,1

to,change,1

change,my,1

my,mind,1

steve,burke,1

burke,of,1

of,comcast,1

comcast,nbcs,1

nbcs,president,1

president,bob,1

bob,greenblatt,1

greenblatt,and,1

and,paul,1

paul,telegdy,1

telegdy,head,1

head,of,1

of,reality,1

reality,television,1

television,are,1

are,great,1

great,guys,1

guys,and,1

and,my,1

my,relationship,1

relationship,with,1

with,all,1

all,of,1

of,them,1

them,has,1

has,been,1

been,an,1

an,amazing,1

amazing,experience,1

experience,im,1

im,so,1

so,glad,1

glad,we,1

we,settled,1

settled,our,1

our,litigation,1

litigation,and,1

and,life,1

life,goes,1

goes,on,1

my,lawsuit,1

lawsuit,against,1

against,univision,1

univision,continues,1

continues,though,1

though,and,1

and,at,1

at,some,1

some,point,1

point,i,1

i,expect,1

expect,to,1

to,win,1

win,a,1

a,lot,1

lot,of,1

of,money,1

money,from,1

from,them,1

them,they,1

they,broke,1

broke,a,1

a,contract,1

contract,and,1

and,for,1

for,that,1

that,they,1

they,must,1

must,pay,1

pay,its,1

its,sad,1

sad,because,1

because,i,1

i,had,1

had,such,1

such,a,1

a,great,1

great,liking,1

liking,for,1

for,the,1

the,two,1

two,top,1

top,executives,1

executives,randy,1

randy,falco,1

falco,and,1

and,beau,1

beau,ferrari,1

ferrari,who,1

who,knows,1

knows,at,1

at,some,1

some,point,1

point,well,1

well,probably,1

probably,have,1

have,that,1

that,relationship,1

relationship,again,1

the,publicity,1

publicity,about,1

about,severing,1

severing,ties,1

ties,those,1

those,first,1

first,few,1

few,weeks,1

weeks,was,1

was,relentless,1

relentless,espn,1

espn,breaks,1

breaks,ties,1

ties,with,1

with,trumpeven,1

trumpeven,though,1

though,i,1

i,never,1

never,had,1

had,a,1

a,deal,1

deal,with,1

with,espn,1

espn,they,1

they,were,1

were,using,1

using,my,1

my,golf,1

golf,course,1

course,on,1

on,the,1

the,pacific,1

pacific,ocean,1

ocean,trump,1

trump,national,1

national,los,1

los,angeles,1

angeles,for,1

for,a,1

a,golf,1

golf,outing,1

outing,nascar,1

nascar,cuts,1

cuts,all,1

all,ties,1

ties,with,1

with,trumpbut,1

trumpbut,i,1

i,had,1

had,no,1

no,ties,1

ties,with,1

with,nascar,1

nascar,they,1

they,were,1

were,renting,1

renting,a,1

a,ballroom,1

ballroom,at,1

at,trump,1

trump,national,1

national,doral,1

doral,for,1

for,their,1

their,annual,1

annual,banquet,1

banquet,and,1

and,in,1

in,fact,1

fact,i,1

i,kept,1

kept,their,1

their,substantial,1

substantial,deposits,1

deposits,and,1

and,will,1

will,rent,1

rent,those,1

those,places,1

places,to,1

to,someone,1

someone,elsehopefully,1

elsehopefully,for,1

for,more,1

more,money,1

things,have,1

have,calmed,1

calmed,down,1

down,and,1

and,people,1

people,are,1

are,now,1

now,giving,1

giving,me,1

me,great,1

great,credit,1

credit,for,1

for,raising,1

raising,the,1

the,problem,1

problem,of,1

of,illegal,1

illegal,immigration,1

immigration,i,1

i,made,1

made,that,1

that,issue,1

issue,so,1

so,important,1

important,because,1

because,it,1

it,is,1

is,so,1

so,important,1

important,to,1

to,the,1

the,future,1

future,of,1

of,america,1

america,i,1

i,wasnt,1

wasnt,surprised,1

surprised,it,1

it,caused,1

caused,a,1

a,lot,1

lot,of,1

of,problems,1

problems,most,1

most,politicians,1

politicians,dont,1

dont,want,1

want,to,1

to,get,1

get,too,1

too,close,1

close,to,1

to,something,1

something,that,1

that,controversial,1

controversial,i,1

i,dont,1

dont,care,1

care,i,1

i,learned,1

learned,how,1

how,to,1

to,be,1

be,direct,1

direct,how,1

how,to,1

to,be,1

be,honest,1

honest,and,1

and,how,1

how,to,1

to,stand,1

stand,up,1

up,for,1

for,my,1

my,beliefs,1

beliefs,from,1

from,my,1

my,father,1

fred,trump,1

trump,my,1

my,wonderful,1

wonderful,tough,1

tough,but,1

but,loving,1

loving,father,1

father,built,1

built,owned,1

owned,and,1

and,managed,1

managed,buildings,1

buildings,in,1

in,queens,1

queens,and,1

and,brooklyn,1

brooklyn,he,1

he,made,1

made,enough,1

enough,money,1

money,to,1

to,just,1

just,sit,1

sit,back,1

back,and,1

and,relax,1

relax,but,1

but,that,1

that,wasnt,1

wasnt,who,1

who,he,1

he,was,1

was,even,1

even,on,1

on,weekends,1

weekends,hed,1

hed,be,1

be,walking,1

walking,through,1

through,a,1

a,building,1

building,a,1

a,house,1

house,or,1

or,a,1

a,construction,1

construction,site,1

site,if,1

if,the,1

the,halls,1

halls,were,1

were,dirty,1

dirty,or,1

or,a,1

a,bulb,1

bulb,was,1

was,out,1

out,the,1

the,people,1

people,working,1

working,there,1

there,would,1

would,know,1

know,about,1

about,it,1

it,my,1

my,father,1

father,wasnt,1

wasnt,overly,1

overly,concerned,1

concerned,with,1

with,hurting,1

hurting,someones,1

someones,feelingshe,1

feelingshe,wanted,1

wanted,the,1

the,floors,1

floors,to,1

to,be,1

be,cleaned,1

cleaned,or,1

or,as,1

as,he,1

he,would,1

would,often,1

often,say,1

say,in,1

in,mint,1

mint,condition,1

if,the,1

the,person,1

person,responsible,1

responsible,couldnt,1

couldnt,keep,1

keep,them,1

them,clean,1

clean,he,1

he,was,1

was,gone,1

gone,my,1

my,father,1

father,believed,1

believed,he,1

he,had,1

had,an,1

an,obligation,1

obligation,to,1

to,his,1

his,tenants,1

tenants,his,1

his,motto,1

motto,was,1

was,simple,1

simple,you,1

you,do,1

do,your,1

your,job,1

job,you,1

you,keep,1

keep,your,1

your,job,1

job,do,1

do,it,1

it,well,1

well,you,1

you,get,1

get,a,1

a,better,1

better,job,1

job,that,1

that,always,1

always,made,1

made,sense,1

sense,to,1

to,me,1

unfortunately,politics,1

politics,doesnt,1

doesnt,work,1

work,that,1

that,way,1

way,in,1

in,politics,1

politics,once,1

once,someone,1

someone,gets,1

gets,elected,1

elected,its,1

its,tough,1

tough,to,1

to,get,1

get,them,1

them,out,1

out,theres,1

theres,no,1

no,motivation,1

motivation,to,1

to,try,1

try,to,1

to,get,1

get,anything,1

anything,done,1

done,if,1

if,the,1

the,american,1

american,public,1

public,had,1

had,any,1

any,idea,1

idea,what,1

what,really,1

really,goes,1

goes,on,1

on,theyd,1

theyd,be,1

be,much,1

much,angrier,1

angrier,than,1

than,they,1

they,are,1

are,already,1

already,congresss,1

congresss,approval,1

approval,rating,1

rating,would,1

would,be,1

be,even,1

even,lower,1

lower,than,1

than,it,1

it,is,1

is,now,1

now,career,1

career,politicians,1

politicians,like,1

like,it,1

it,this,1

this,way,1

way,being,1

being,a,1

a,politician,1

politician,is,1

is,their,1

their,career,1

career,i,1

i,know,1

know,many,1

many,of,1

of,them,1

them,believe,1

believe,me,1

me,they,1

they,couldnt,1

couldnt,get,1

get,a,1

a,job,1

job,in,1

in,private,1

private,industry,1

industry,they,1

they,dont,1

dont,want,1

want,anyone,1

anyone,taking,1

taking,away,1

away,their,1

their,great,1

great,pension,1

pension,plan,1

plan,and,1

and,health,1

health,benefitsthat,1

benefitsthat,you,1

you,are,1

are,paying,1

paying,for,1

the,special,1

special,interests,1

interests,and,1

and,lobbyists,1

lobbyists,also,1

also,like,1

like,it,1

it,this,1

this,way,1

way,theyre,1

theyre,earning,1

earning,a,1

a,lot,1

lot,of,1

of,money,1

money,selling,1

selling,influenceand,1

influenceand,giving,1

giving,away,1

away,money,1

money,is,1

is,a,1

a,lot,1

lot,easier,1

easier,than,1

than,cleaning,1

cleaning,floors,1

floors,believe,1

believe,me,1

me,i,1

i,know,1

know,how,1

how,it,1

it,works,1

works,ive,1

ive,made,1

made,a,1

a,lot,1

lot,of,1

of,campaign,1

campaign,contributions,1

im,not,1

not,taking,1

taking,a,1

a,penny,1

penny,from,1

from,those,1

those,people,1

people,im,1

im,paying,1

paying,my,1

my,own,1

own,way,1

way,so,1

so,the,1

the,old,1

old,rules,1

rules,dont,1

dont,apply,1

apply,to,1

to,meand,1

meand,those,1

those,people,1

people,who,1

who,benefit,1

benefit,from,1

from,those,1

those,rules,1

rules,dont,1

dont,know,1

know,how,1

how,to,1

to,react,1

react,at,1

at,first,1

first,they,1

they,hoped,1

hoped,if,1

if,they,1

they,ignored,1

ignored,me,1

me,i,1

i,would,1

would,go,1

go,away,1

away,the,1

the,american,1

american,people,1

people,certainly,1

certainly,proved,1

proved,them,1

them,wrong,1

wrong,they,1

they,love,1

love,the,1

the,fact,1

fact,that,1

that,someone,1

someone,is,1

is,finally,1

finally,standing,1

standing,up,1

up,for,1

for,their,1

their,interests,1

they,couldnt,1

couldnt,ignore,1

ignore,me,1

me,so,1

so,they,1

they,started,1

started,attacking,1

attacking,me,1

me,these,1

these,veteran,1

veteran,politicians,1

politicians,looked,1

looked,for,1

for,the,1

the,place,1

place,i,1

i,was,1

was,most,1

most,vulnerablewhich,1

vulnerablewhich,is,1

is,why,1

why,they,1

they,attacked,1

attacked,my,1

my,hair,1

hair,which,1

which,is,1

is,mine,1

mine,by,1

by,the,1

the,way,1

way,they,1

they,showed,1

showed,a,1

a,lot,1

lot,of,1

of,courage,1

courage,attacking,1

attacking,my,1

my,hair,1

hair,this,1

this,resulted,1

resulted,in,1

in,what,1

what,might,1

might,be,1

be,the,1

the,strangest,1

strangest,political,1

political,headline,1

headline,ever,1

ever,written,1

written,when,1

when,nbc,1

nbc,news,1

news,reported,1

reported,trump,1

trump,defends,1

defends,hair,1

hair,attacks,1

attacks,media,1

media,at,1

at,campaign,1

campaign,rally,1

recently,though,1

though,they,1

they,have,1

have,been,1

been,claiming,1

claiming,i,1

i,havent,1

havent,put,1

put,out,1

out,enough,1

enough,specifics,1

specifics,theres,1

theres,a,1

a,good,1

good,reason,1

reason,for,1

for,this,1

this,and,1

and,it,1

it,fits,1

fits,perfectly,1

perfectly,with,1

with,my,1

my,overall,1

overall,philosophy,1

philosophy,of,1

of,leadership,1

leadership,many,1

many,of,1

of,our,1

our,problems,1

problems,caused,1

caused,by,1

by,years,1

years,of,1

of,stupid,1

stupid,decisions,1

decisions,or,1

or,no,1

no,decisions,1

decisions,at,1

at,all,1

all,have,1

have,grown,1

grown,into,1

into,a,1

a,huge,1

huge,mess,1

mess,if,1

if,i,1

i,could,1

could,wave,1

wave,a,1

a,magic,1

magic,wand,1

wand,and,1

and,fix,1

fix,them,1

them,id,1

id,do,1

do,it,1

it,but,1

but,there,1

there,are,1

are,a,1

a,lot,1

lot,of,1

of,different,1

different,voicesand,1

voicesand,intereststhat,1

intereststhat,have,1

have,to,1

to,be,1

be,considered,1

considered,when,1

when,working,1

working,toward,1

toward,solutions,1

solutions,this,1

this,involves,1

involves,getting,1

getting,people,1

people,into,1

into,a,1

a,room,1

room,and,1

and,negotiating,1

negotiating,compromises,1

compromises,until,1

until,everyone,1

everyone,walks,1

walks,out,1

out,of,1

of,that,1

that,room,1

room,on,1

on,the,1

the,same,1

same,page,1

no,one,1

one,likes,1

likes,to,1

to,compromise,1

compromise,believe,1

believe,me,1

me,i,1

i,will,1

will,never,1

never,compromise,1

compromise,on,1

on,the,1

the,basic,1

basic,principles,1

principles,im,1

im,discussing,1

discussing,in,1

in,this,1

this,book,1

book,yet,1

yet,every,1

every,party,1

party,to,1

to,a,1

a,decision,1

decision,needs,1

needs,to,1

to,feel,1

feel,his,1

his,position,1

position,is,1

is,understood,1

understood,the,1

the,hardest,1

hardest,part,1

part,of,1

of,putting,1

putting,up,1

up,a,1

a,building,1

building,is,1

is,getting,1

getting,the,1

the,city,1

city,officials,1

officials,the,1

the,city,1

city,council,1

council,the,1

the,environmentalists,1

environmentalists,local,1

local,zoning,1

zoning,boards,1

boards,and,1

and,the,1

the,ever,1

ever,critical,1

critical,media,1

media,to,1

to,agree,1

agree,that,1

that,this,1

this,was,1

was,an,1

an,acceptable,1

acceptable,project,1

project,then,1

then,we,1

we,have,1

have,to,1

to,bring,1

bring,in,1

in,the,1

the,banks,1

banks,the,1

the,contractors,1

contractors,and,1

and,the,1

the,unions,1

unions,to,1

to,make,1

make,sure,1

sure,the,1

the,project,1

project,is,1

is,financially,1

financially,feasible,1

if,id,1

id,said,1

said,at,1

at,the,1

the,beginning,1

beginning,this,1

this,is,1

is,exactly,1

exactly,the,1

the,way,1

way,were,1

were,going,1

going,to,1

to,construct,1

construct,this,1

this,building,1

the,headlines,1

headlines,would,1

would,have,1

have,announced,1

announced,major,1

major,opposition,1

opposition,to,1

to,new,1

new,trump,1

trump,project,1

project,nothing,1

nothing,would,1

would,get,1

get,done,1

the,same,1

same,principles,1

principles,apply,1

apply,to,1

to,management,1

management,of,1

of,the,1

the,federal,1

federal,government,1

government,congress,1

congress,cant,1

cant,pass,1

pass,a,1

a,budget,1

budget,because,1

because,no,1

no,one,1

one,knows,1

knows,how,1

how,to,1

to,negotiate,1

negotiate,with,1

with,the,1

the,various,1

various,interests,1

interests,involved,1

involved,in,1

in,funding,1

funding,our,1

our,government,1

government,most,1

most,of,1

of,the,1

the,time,1

time,congress,1

congress,simply,1

simply,accepts,1

accepts,last,1

last,years,1

years,spending,1

spending,which,1

which,was,1

was,a,1

a,continuation,1

continuation,of,1

of,the,1

the,previous,1

previous,years,1

years,spending,1

spending,that,1

that,is,1

is,followed,1

followed,by,1

by,an,1

an,agreement,1

agreement,on,1

on,an,1

an,emergency,1

emergency,temporary,1

temporary,stopgap,1

stopgap,measure,1

measure,there,1

there,is,1

is,no,1

no,final,1

final,resolution,1

resolution,so,1

so,the,1

the,same,1

same,broken,1

broken,process,1

process,is,1

is,repeated,1

repeated,year,1

year,after,1

after,year,1

we,need,1

need,to,1

to,find,1

find,the,1

the,best,1

best,people,1

people,including,1

including,experts,1

experts,in,1

in,various,1

various,fields,1

fields,and,1

and,economists,1

economists,as,1

as,well,1

well,as,1

as,congressional,1

congressional,leaders,1

leaders,to,1

to,provide,1

provide,perspective,1

perspective,and,1

and,determine,1

determine,which,1

which,programs,1

programs,are,1

are,working,1

working,and,1

and,should,1

should,be,1

be,kept,1

kept,or,1

or,expanded,1

expanded,which,1

which,programs,1

programs,should,1

should,be,1

be,cut,1

cut,and,1

and,what,1

what,new,1

new,programs,1

programs,might,1

might,be,1

be,added,1

added,to,1

to,deal,1

deal,with,1

with,the,1

the,changing,1

changing,world,1

world,career,1

career,politicians,1

politicians,always,1

always,claim,1

claim,to,1

to,have,1

have,these,1

these,answersbut,1

answersbut,how,1

how,is,1

is,that,1

that,possible,1

possible,when,1

when,they,1

they,havent,1

havent,properly,1

properly,analyzed,1

analyzed,the,1

the,situation,1

a,great,1

great,leader,1

leader,has,1

has,to,1

to,be,1

be,flexible,1

flexible,holding,1

holding,his,1

his,ground,1

ground,on,1

on,the,1

the,major,1

major,principles,1

principles,but,1

but,finding,1

finding,room,1

room,for,1

for,compromises,1

compromises,that,1

that,can,1

can,bring,1

bring,people,1

people,together,1

together,a,1

a,great,1

great,leader,1

leader,has,1

has,to,1

to,be,1

be,savvy,1

savvy,at,1

at,negotiations,1

negotiations,so,1

so,we,1

we,dont,1

dont,drown,1

drown,every,1

every,bill,1

bill,in,1

in,pork,1

pork,barrel,1

barrel,bridges,1

bridges,to,1

to,nowhere,1

nowhere,i,1

i,know,1

know,how,1

how,to,1

to,stand,1

stand,my,1

my,groundbut,1

groundbut,i,1

i,also,1

also,know,1

know,that,1

that,republicans,1

republicans,and,1

and,democrats,1

democrats,need,1

need,to,1

to,find,1

find,common,1

common,ground,1

ground,to,1

to,stand,1

stand,on,1

on,as,1

as,well,1

we,need,1

need,to,1

to,see,1

see,more,1

more,real,1

real,achievements,1

achievements,in,1

in,the,1

the,first,1

first,days,1

days,of,1

of,the,1

the,next,1

next,administration,1

administration,than,1

than,weve,1

weve,seen,1

seen,in,1

in,the,1

the,seven,1

seven,years,1

years,of,1

of,the,1

the,obama,1

obama,presidency,1

presidency,washington,1

washington,needs,1

needs,to,1

to,get,1

get,moving,1

moving,in,1

in,the,1

the,right,1

right,direction,1

direction,again,1

again,hopefully,1

hopefully,you,1

you,will,1

will,understand,1

understand,that,1

that,is,1

is,more,1

more,important,1

important,than,1

than,all,1

all,the,1

the,wonky,1

wonky,details,1

details,of,1

of,grand,1

grand,plans,1

plans,that,1

that,will,1

will,never,1

never,be,1

be,enacted,1

and,by,1

by,the,1

the,way,1

way,i,1

i,have,1

have,outlined,1

outlined,plenty,1

plenty,of,1

of,policy,1

policy,initiatives,1

initiatives,this,1

this,is,1

is,not,1

not,the,1

the,politics,1

politics,of,1

of,hope,1

this,is,1

is,the,1

the,politics,1

politics,of,1

of,reality,1

which,only,1

only,a,1

a,strong,1

strong,businessman,1

businessman,like,1

like,me,1

me,can,1

can,develop,1

another,favorite,1

favorite,gimmick,1

gimmick,my,1

my,opponents,1

opponents,use,1

use,to,1

to,attack,1

attack,my,1

my,ideas,1

ideas,is,1

is,to,1

to,claim,1

claim,im,1

im,not,1

not,a,1

a,conservative,1

conservative,or,1

or,not,1

not,even,1

even,a,1

a,republican,1

republican,or,1

or,worse,1

worse,im,1

im,not,1

not,a,1

a,politician,1

politician,they,1

they,claim,1

claim,this,1

this,makes,1

makes,it,1

it,impossible,1

impossible,for,1

for,me,1

me,to,1

to,get,1

get,things,1

things,done,1

done,in,1

in,washington,1

ive,got,1

got,news,1

news,for,1

for,them,1

them,washington,1

washington,doesnt,1

doesnt,work,1

ironically,it,1

it,was,1

was,this,1

this,type,1

type,of,1

of,criticism,1

criticism,that,1

that,helped,1

helped,my,1

my,ideas,1

ideas,attract,1

attract,attention,1

attention,and,1

and,gain,1

gain,popularity,1

popularity,in,1

in,the,1

the,first,1

first,place,1

place,the,1

the,contrast,1

contrast,reminded,1

reminded,americans,1

americans,what,1

what,they,1

they,really,1

really,think,1

think,of,1

of,career,1

career,politicians,1

as,for,1

for,being,1

being,a,1

a,republican,1

republican,and,1

and,conservative,1

conservative,let,1

let,me,1

me,tell,1

tell,you,1

you,a,1

a,story,1

story,about,1

about,how,1

how,our,1

our,political,1

political,system,1

system,really,1

really,works,1

works,in,1

in,may,1

may,the,1

the,president,1

president,of,1

of,a,1

a,major,1

major,conservative,1

conservative,advocacy,1

advocacy,group,1

group,the,1

the,club,1

club,for,1

for,growth,1

growth,came,1

came,up,1

up,to,1

to,my,1

my,office,1

office,in,1

in,trump,1

trump,tower,1

tower,he,1

he,seemed,1

seemed,like,1

like,a,1

a,very,1

very,nice,1

nice,reasonable,1

reasonable,guy,1

guy,during,1

during,that,1

that,meeting,1

meeting,he,1

he,said,1

said,some,1

some,very,1

very,complimentary,1

complimentary,things,1

things,about,1

about,my,1

my,business,1

business,success,1

success,and,1

and,told,1

told,me,1

me,that,1

that,people,1

people,like,1

like,me,1

me,were,1

were,needed,1

needed,in,1

in,washington,1

a,week,1

week,later,1

later,we,1

we,received,1

received,a,1

a,letter,1

letter,from,1

from,him,1

him,reading,1

reading,as,1

as,we,1

we,both,1

both,know,1

know,it,1

it,is,1

is,business,1

business,owners,1

owners,who,1

who,create,1

create,jobsnot,1

jobsnot,the,1

the,government,1

then,he,1

he,asked,1

asked,for,1

for,a,1

a,million,1

million,dollar,1

dollar,donation,1

a,million,1

million,dollars,1

when,i,1

i,turned,1

turned,him,1

him,down,1

down,he,1

he,attacked,1

attacked,me,1

me,in,1

in,the,1

the,press,1

press,i,1

i,was,1

was,not,1

not,a,1

a,real,1

real,candidate,1

candidate,he,1

he,said,1

said,and,1

and,it,1

it,would,1

would,be,1

be,unfortunate,1

unfortunate,if,1

if,i,1

i,took,1

took,away,1

away,a,1

a,spot,1

spot,at,1

at,even,1

even,one,1

one,republican,1

republican,debate,1

take,away,1

away,a,1

a,spot,1

spot,from,1

from,whom,1

whom,someone,1

someone,i,1

i,suspect,1

suspect,who,1

who,gave,1

gave,them,1

them,that,1

that,big,1

big,donation,1

when,i,1

i,pulled,1

pulled,ahead,1

ahead,in,1

in,the,1

the,polls,1

polls,this,1

this,group,1

group,spent,1

spent,a,1

a,million,1

million,dollars,1

dollars,on,1

on,ads,1

ads,attacking,1

attacking,me,1

me,in,1

in,iowa,1

iowa,this,1

this,is,1

is,one,1

one,smart,1

smart,group,1

group,they,1

they,come,1

come,to,1

to,my,1

my,office,1

office,asking,1

asking,for,1

for,a,1

a,million,1

million,dollar,1

dollar,donationand,1

donationand,it,1

it,ends,1

ends,up,1

up,costing,1

costing,them,1

them,a,1

a,million,1

million,dollars,1

meanwhile,theyre,1

theyre,bad,1

bad,mouthing,1

mouthing,me,1

me,to,1

to,their,1

their,followers,1

followers,donald,1

donald,trump,1

trump,is,1

is,the,1

the,worst,1

worst,kind,1

kind,of,1

of,politician,1

politician,who,1

who,will,1

will,say,1

say,anything,1

anything,to,1

to,get,1

get,elected,1

saying,anything,1

anything,to,1

to,them,1

them,means,1

means,telling,1

telling,the,1

the,truth,1

truth,to,1

to,me,1

this,demonstrates,1

demonstrates,everything,1

everything,that,1

that,is,1

is,wrong,1

wrong,with,1

with,our,1

our,political,1

political,system,1

system,we,1

we,look,1

look,at,1

at,politicians,1

politicians,and,1

and,think,1

think,this,1

this,ones,1

ones,owned,1

owned,by,1

by,this,1

this,millionaire,1

millionaire,that,1

that,ones,1

ones,owned,1

owned,by,1

by,that,1

that,millionaire,1

millionaire,or,1

or,lobbyist,1

lobbyist,or,1

or,special,1

special,interest,1

interest,group,1

me,i,1

i,speak,1

speak,for,1

for,the,1

the,people,1

so,the,1

the,establishment,1

establishment,attacks,1

attacks,me,1

me,they,1

they,cant,1

cant,own,1

own,me,1

me,they,1

they,cant,1

cant,dictate,1

dictate,to,1

to,me,1

me,so,1

so,they,1

they,search,1

search,for,1

for,ways,1

ways,to,1

to,dismiss,1

dismiss,me,1

me,they,1

they,point,1

point,out,1

out,accurately,1

accurately,for,1

for,once,1

once,that,1

that,at,1

at,one,1

one,time,1

time,i,1

i,was,1

was,a,1

a,registered,1

registered,democrat,1

democrat,i,1

i,grew,1

grew,up,1

up,and,1

and,worked,1

worked,in,1

in,new,1

new,york,1

york,where,1

where,virtually,1

virtually,everyone,1

everyone,is,1

is,a,1

a,democrat,1

you,know,1

know,who,1

who,else,1

else,was,1

was,a,1

a,democrat,1

democrat,ronald,1

ronald,reagan,1

reagan,he,1

he,switched,1

switched,and,1

and,i,1

i,switched,1

switched,years,1

years,ago,1

ago,when,1

when,i,1

i,began,1

began,to,1

to,see,1

see,what,1

what,liberal,1

liberal,democrats,1

democrats,were,1

were,doing,1

doing,to,1

to,our,1

our,country,1

country,now,1

now,im,1

im,a,1

a,conservative,1

conservative,republican,1

republican,with,1

with,a,1

a,big,1

big,heart,1

heart,i,1

i,didnt,1

didnt,decide,1

decide,to,1

to,become,1

become,a,1

a,republican,1

republican,thats,1

thats,who,1

who,i,1

i,have,1

have,always,1

always,been,1

by,nature,1

nature,im,1

im,a,1

a,conservative,1

conservative,person,1

person,i,1

i,believe,1

believe,in,1

in,a,1

a,strong,1

strong,work,1

work,ethic,1

ethic,traditional,1

traditional,values,1

values,being,1

being,frugal,1

frugal,in,1

in,many,1

many,ways,1

ways,and,1

and,aggressive,1

aggressive,in,1

in,military,1

military,and,1

and,foreign,1

foreign,policy,1

policy,i,1

i,support,1

support,a,1

a,tight,1

tight,interpretation,1

interpretation,of,1

of,the,1

the,constitution,1

constitution,which,1

which,means,1

means,judges,1

judges,should,1

should,stick,1

stick,to,1

to,precedent,1

precedent,and,1

and,not,1

not,write,1

write,social,1

social,policy,1

i,represent,1

represent,traditional,1

traditional,conservative,1

conservative,values,1

values,i,1

i,get,1

get,up,1

up,every,1

every,morning,1

morning,and,1

and,go,1

go,to,1

to,work,1

work,i,1

i,work,1

work,hard,1

hard,ive,1

ive,been,1

been,honest,1

honest,and,1

and,im,1

im,very,1

very,successful,1

successful,the,1

the,billions,1

billions,i,1

i,have,1

have,i,1

i,earned,1

earned,every,1

every,penny,1

penny,when,1

when,i,1

i,was,1

was,beginning,1

beginning,my,1

my,career,1

career,my,1

my,father,1

father,never,1

never,gave,1

gave,me,1

me,much,1

much,money,1

